LEANDER;PRIESTER;4
LEANDER;VATER;1
LEANDER;MUTTER;1
LEANDER;TEMPELHÜTER;3
LEANDER;NAUKLEROS;3
HERO;LEANDER;4
HERO;JANTHE;5
HERO;PRIESTER;5
HERO;VATER;1
HERO;MUTTER;1
HERO;TEMPELHÜTER;4
HERO;NAUKLEROS;4
JANTHE;LEANDER;4
JANTHE;PRIESTER;5
JANTHE;VATER;1
JANTHE;MUTTER;1
JANTHE;TEMPELHÜTER;4
JANTHE;NAUKLEROS;4
PRIESTER;VATER;1
PRIESTER;TEMPELHÜTER;4
MUTTER;PRIESTER;1
MUTTER;VATER;1
MUTTER;TEMPELHÜTER;1
MUTTER;NAUKLEROS;1
DER SKLAVE;LEANDER;1
DER SKLAVE;HERO;1
DER SKLAVE;JANTHE;1
DER SKLAVE;PRIESTER;1
DER SKLAVE;VATER;1
DER SKLAVE;MUTTER;1
DER SKLAVE;TEMPELHÜTER;1
DER SKLAVE;NAUKLEROS;1
TEMPELHÜTER;VATER;1
NAUKLEROS;PRIESTER;4
NAUKLEROS;VATER;1
NAUKLEROS;TEMPELHÜTER;3
DAS VOLK;LEANDER;1
DAS VOLK;HERO;1
DAS VOLK;JANTHE;1
DAS VOLK;PRIESTER;1
DAS VOLK;VATER;1
DAS VOLK;MUTTER;1
DAS VOLK;DER SKLAVE;1
DAS VOLK;TEMPELHÜTER;1
DAS VOLK;NAUKLEROS;1
