ARABELLA;MELLEFONT;2
ARABELLA;MARWOOD;3
ARABELLA;HANNAH;1
SIR WILLIAM;WAITWELL;4
DER WIRT;SIR WILLIAM;1
DER WIRT;WAITWELL;1
MELLEFONT;SIR WILLIAM;1
MELLEFONT;NORTON;8
MELLEFONT;SARA;12
NORTON;SIR WILLIAM;1
NORTON;SARA;5
BETTY;WAITWELL;2
BETTY;MELLEFONT;4
BETTY;NORTON;3
BETTY;SARA;8
BETTY;MARWOOD;1
SARA;SIR WILLIAM;2
SARA;WAITWELL;3
MARWOOD;MELLEFONT;9
MARWOOD;SARA;4
HANNAH;MELLEFONT;1
HANNAH;MARWOOD;4
DER BEDIENTE;MARWOOD;1
DER BEDIENTE;HANNAH;1
